#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%,NFToken ID
460,Bagugon,Bug,Dragon,Whitefire,125,Dragon,#410,27.00%,Serrated Slash,80,Bug,#217,8.00%,Extreme Speed,85,Normal,#28,16.00%,Supernova,70,Dragon,#279,12.00%,Dragonfire Cloak,****,#467,18.00%,Deafening Scream,***,#453,9.00%,Evade,#375,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9BFC1CDC00000241
461,Ceehorse,Water,,Bubble Blast,30,Water,#52,10.00%,Surf Strike,50,Water,#54,10.00%,Jet Strike,55,Normal,#26,12.00%,Water Whip,55,Water,#62,15.00%,Cuteness Overload,*****,#498,17.00%,Wonderland,****,#470,15.00%,Dive,#387,8.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB2E1EDDD00000242
462,Horsee,Poison,Water,Magical Mist,50,Fairy,#323,13.00%,Waterfall Charge,100,Water,#57,19.00%,Sludge Cannon,55,Poison,#152,17.00%,Poison Strike,75,Poison,#489,15.00%,Toxic Wasteland,*****,#460,12.00%,Bubble Barrier,**,#66,12.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC9C7BEDE00000243
463,Poisey,Poison,Water,Poison Spike,80,Poison,#424,15.00%,Aqua Shot,80,Water,#419,17.00%,Water Power,75,Water,#474,19.00%,Noxious Eruption,85,Poison,#154,21.00%,Venemous Vortex,****,#158,7.00%,Toxic Touch,*,#155,10.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE0AD8FDF00000244
464,Flaredos,Electric,Fire,Death Charge,120,Normal,#23,16.00%,Incinerate,100,Fire,#40,20.00%,Electro Ball,70,Electric,#99,18.00%,Electric Power,75,Electric,#476,11.00%,Burn Up,**,#48,10.00%,Shockwave Shield,****,#104,5.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF79360E000000245
465,Hermate,Rock,,Rocky Rampage,100,Rock,#237,18.00%,Meteor Rush,120,Rock,#239,19.00%,Quick Attack,40,Normal,#25,11.00%,Digging Strike,55,Ground,#170,12.00%,Rock Shield,**,#246,9.00%,Impenetrable Armour,****,#465,21.00%,Protect,#377,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0E7931E100000246
466,Hismate,Fighting,Rock,Submission Slam,120,Fighting,#132,13.00%,Meteoric Impact,125,Rock,#408,18.00%,Ground Punch,75,Ground,#482,17.00%,Geode Grenade,85,Rock,#244,17.00%,Guard Up,***,#139,6.00%,Spirit Boost,*,#137,9.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E255F02E200000247
467,Bulbus,Grass,,Grass Whirlwind,50,Grass,#71,8.00%,Seed Bomb,80,Grass,#74,17.00%,Leaf Tornado,70,Grass,#81,10.00%,Psychic Surge,55,Psychic,#206,15.00%,Knacker,**,#450,18.00%,Leaf Wrap,*****,#443,20.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3C44D3E300000248
468,Pollun,Fairy,Grass,Solar Beam,100,Grass,#75,18.00%,Enchanted Mist,100,Fairy,#327,16.00%,Heavenly Hurricane,85,Fairy,#334,14.00%,Leaf Tornado,70,Grass,#81,16.00%,Dreamy Haze,*,#335,8.00%,Petal Dance,*,#83,16.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E532AA4E400000249
469,Ghastoom,Ghost,Undead,Ethereal Blast,80,Ghost,#254,17.00%,Corpse Explosion,80,Undead,#361,16.00%,Poisonous Puddle,40,Poison,#151,10.00%,Ghostly Guillotine,85,Ghost,#262,20.00%,Soul Drain,***,#265,12.00%,Ghostly Possession,****,#266,10.00%,Shadow Swap,#382,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6A1075E50000024A
470,Starozen,Ice,Water,Hail Scatter,80,Ice,#422,18.00%,Hydro Cannon,80,Water,#56,20.00%,Torrential Tempest,70,Water,#63,11.00%,Artic Chill,55,Ice,#116,7.00%,Counter Attack,***,#449,15.00%,Special Talent,****,#446,18.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E80F646E60000024B
471,Orbzorb,Electric,Undead,Zap Cannon,80,Electric,#91,15.00%,Ectoplasmic Explosion,80,Ghost,#253,12.00%,Deathly Dismemberment,85,Undead,#370,16.00%,Wraith Whip,70,Undead,#369,16.00%,Eternal Graveyard,*****,#472,7.00%,Eye of the Storm,*****,#457,10.00%,Protect,#377,5.00%,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E97DC17E70000024C
472,Ghorzorb,Electric,Undead,Electro Storm,100,Electric,#93,14.00%,Nightshade Strike,100,Undead,#363,12.00%,Obilivion Orb,70,Dark,#297,18.00%,Shockwave Smash,85,Electric,#100,20.00%,Surge Shield,*,#101,15.00%,Thunderous Roar,***,#103,9.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EAEC1E8E80000024D
473,Lordzorb,Electric,Undead,Death Hug,125,Normal,#397,18.00%,Voltage Overload,125,Electric,#401,22.00%,Undead Punch,75,Undead,#487,8.00%,Shockwave Smash,85,Electric,#100,8.00%,Tectonic Divide,*****,#461,12.00%,Gruesome Gaze,*,#371,10.00%,Protect,#377,5.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC5A7B9E90000024E
474,Gurk,Poison,Undead,Undead Wail,50,Undead,#359,13.00%,Acid Splash,80,Poison,#145,16.00%,Poisonous Puddle,40,Poison,#151,14.00%,Wraith Whip,70,Undead,#369,14.00%,Toxic Wasteland,*****,#460,17.00%,Screech,***,#31,15.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDC8D8AEA0000024F
475,Glork,Poison,Undead,Corpse Explosion,80,Undead,#361,23.00%,Necrotic Nova,120,Undead,#365,19.00%,Wraith Whip,70,Undead,#369,12.00%,Noxious Eruption,85,Poison,#154,17.00%,Acid Rain,***,#157,11.00%,Corrosive Vapors,**,#156,7.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF3735BEB00000250
476,Glisteen,Poison,Undead,Earthquake,100,Ground,#165,17.00%,Acid Splash,80,Poison,#145,11.00%,Noxious Eruption,85,Poison,#154,15.00%,Deathly Dismemberment,85,Undead,#370,13.00%,Necromancer's Grasp,***,#373,16.00%,Toxic Wasteland,*****,#460,8.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0A592CEC00000251
477,Skulltor,Fighting,Undead,Pile Drive,80,Fighting,#423,12.00%,Touch of Death,125,Undead,#414,10.00%,Ghoulish Grab,40,Undead,#367,11.00%,Close Combat,85,Fighting,#136,18.00%,Guard Up,***,#139,14.00%,Necromancer's Grasp,***,#373,15.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E213EFDED00000252
478,Skullsword,Fighting,Undead,Bone Breaker,100,Fighting,#129,16.00%,Submission Slam,120,Fighting,#132,17.00%,Omega Steel Strike,85,Steel,#316,14.00%,Deathly Dismemberment,85,Undead,#370,16.00%,Gruesome Gaze,*,#371,5.00%,Spirit Boost,*,#137,4.00%,Parry,#388,10.00%,Miss,#1,28.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3824CEEE00000253
479,Skullord,Fighting,Undead,Dragon Kick,120,Fighting,#131,20.00%,Nightshade Strike,100,Undead,#363,14.00%,Omega Steel Strike,85,Steel,#316,18.00%,Ghoulish Grab,40,Undead,#367,10.00%,Death's Dominion,****,#374,7.00%,Gruesome Gaze,*,#371,4.00%,Parry,#388,10.00%,Miss,#1,27.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4F0A9FEF00000254
480,Tectonigon,Dragon,Steel,Absolute Iron,125,Steel,#412,18.00%,Whitefire,125,Dragon,#410,20.00%,Omega Steel Strike,85,Steel,#316,14.00%,Tremor Shake,70,Ground,#171,14.00%,Dragon's Roar,***,#283,6.00%,Scale Armour,**,#282,5.00%,Block,#394,5.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E65F070F000000255
481,Corax,Dark,Psychic,Heat Wave,50,Fire,#35,7.00%,Dream Eater,120,Psychic,#203,25.00%,Eternal Nightfall,85,Dark,#298,13.00%,Telepathic Tempest,85,Psychic,#208,12.00%,Frighten,*,#299,10.00%,Mind Control,***,#211,10.00%,Protect,#377,5.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFDF91E0D00000272
482,Dredge,Bug,Fire,Power Dig,50,Ground,#161,11.00%,Spine Strike,50,Bug,#215,10.00%,Chrysalid Charge,70,Bug,#225,20.00%,Searing Strike,55,Fire,#44,9.00%,Rapid Evolution,****,#464,24.00%,Metamorphosis Madness,***,#229,15.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E14DEEF0E00000273
483,Grooge,Bug,Fire,Roundhouse Uppercut,50,Fighting,#126,10.00%,Magma Blast,80,Fire,#38,16.00%,Crawler Clobber,85,Bug,#226,16.00%,Fire Power,75,Fire,#473,17.00%,Hellfire,*****,#454,10.00%,Counter Attack,***,#449,7.00%,Protect,#377,5.00%,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2BC4C00F00000274
484,Lyrix,Ice,Rock,Gemstone Missile,80,Rock,#235,12.00%,Blizzard Burst,50,Ice,#107,10.00%,Bedrock Blast,70,Rock,#243,19.00%,Cold Snap Kick,40,Ice,#115,5.00%,Sub Zero,*****,#458,20.00%,Ice Wall,***,#121,17.00%,Protect,#377,15.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E42AA911000000275
485,Balix,Ice,Rock,Zen Headbutt,80,Psychic,#200,15.00%,Subzero Slash,100,Ice,#112,19.00%,Hailstorm Fury,70,Ice,#117,11.00%,Rock Power,75,Rock,#479,10.00%,Impenetrable Armour,****,#465,10.00%,Disarm,*****,#441,14.00%,Decoy,#384,15.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5990621100000276
486,Reloid,Dragonling,Ice,Frost Nova,80,Ice,#109,21.00%,Tailwhip,50,Dragon,#270,9.00%,Artic Chill,55,Ice,#116,7.00%,Cold Snap Kick,40,Ice,#115,7.00%,Sub Zero,*****,#458,17.00%,Awaken,****,#447,24.00%,Protect,#377,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7076331200000277
487,Zeloid,Dragonling,Ice,Earthquake,100,Ground,#165,10.00%,Rampage,80,Dragon,#272,15.00%,Supernova,70,Dragon,#279,15.00%,Hailstorm Fury,70,Ice,#117,15.00%,Dead Calm,*****,#437,12.00%,Sucker Punch,***,#448,18.00%,Protect,#377,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E875C041300000278
488,Jora,Bug,Fighting,Swarm,30,Bug,#214,8.00%,Spine Strike,50,Bug,#215,8.00%,Pincer Pinch,55,Bug,#224,13.00%,Cross Chop,55,Fighting,#134,17.00%,Pressure Point,*****,#440,21.00%,Metamorphosis Madness,***,#229,19.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9E41D51400000279
489,Joratear,Bug,Fighting,Fatal Sneak Attack,125,Fighting,#395,5.00%,Fists of Fury,80,Fighting,#128,15.00%,Bedrock Blast,70,Rock,#243,19.00%,Pincer Pinch,55,Bug,#224,16.00%,Neck Snap,*****,#439,12.00%,Special Talent,****,#446,11.00%,Protect,#377,5.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB527A6150000027A
490,Kindle,Fire,Ghost,Poltergeist Strike,50,Ghost,#251,11.00%,Flame Charge,50,Fire,#36,11.00%,Searing Strike,55,Fire,#44,14.00%,Cursed Cut,55,Ghost,#260,10.00%,Sucker Punch,***,#448,15.00%,Paranoia,*****,#445,20.00%,Protect,#377,5.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECC0D77160000027B
491,Flare,Fire,Ghost,Ethereal Blast,80,Ghost,#254,14.00%,Heat Wave,50,Fire,#35,7.00%,Aura Sphere Blast,70,Psychic,#207,21.00%,Night Terror,70,Ghost,#261,22.00%,Fire Cloak,*,#47,10.00%,Special Talent,****,#446,11.00%,Protect,#377,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE2F348170000027C
492,Phasmafire,Fire,Ghost,Blackout Strike,50,Dark,#287,10.00%,Incinerate,100,Fire,#40,21.00%,Searing Strike,55,Fire,#44,15.00%,Blaze Rush,40,Dragon,#277,14.00%,Hellfire,*****,#454,10.00%,Dark Cloud,*****,#444,7.00%,Protect,#377,5.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF9D919180000027D
493,Zepp,Ice,Electric,Snowball Strike,30,Ice,#106,11.00%,Thunder Strike,50,Electric,#89,9.00%,Artic Chill,55,Ice,#116,9.00%,Electro Ball,70,Electric,#99,15.00%,Ice Wall,***,#121,22.00%,Sub Zero,*****,#458,21.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E10BEEA190000027E
494,Zappice,Ice,Electric,Aqua Shot,80,Water,#419,13.00%,Arc Lightning,80,Electric,#421,15.00%,Electro Ball,70,Electric,#99,17.00%,Hailstorm Fury,70,Ice,#117,17.00%,Eye of the Storm,*****,#457,12.00%,Thunderous Roar,***,#103,14.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E27A4BB1A0000027F
495,Yeticity,Ice,Electric,Frozen Tundra,125,Ice,#402,17.00%,Hail Scatter,80,Ice,#422,16.00%,Fighting Punch,75,Fighting,#481,18.00%,Spark Shuriken,55,Electric,#98,9.00%,Neck Snap,*****,#439,11.00%,Blinding Light,**,#451,14.00%,Protect,#377,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3E8A8C1B00000280
496,Grook,Grass,Rock,Bramble Barrage,80,Grass,#73,10.00%,Solar Beam,100,Grass,#75,14.00%,Fossil Fury,55,Rock,#242,11.00%,Bedrock Blast,70,Rock,#243,18.00%,Impenetrable Armour,****,#465,15.00%,Leaf Wrap,*****,#443,13.00%,Protect,#377,5.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E55705D1C00000281
497,Flaringo,Fire,Psychic,Spinning Backfist,50,Fighting,#125,14.00%,Flame Charge,50,Fire,#36,15.00%,Searing Strike,55,Fire,#44,10.00%,Mighty Migraine,40,Psychic,#205,10.00%,Mind Control,***,#211,20.00%,Hellfire,*****,#454,18.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6C562E1D00000282
498,Zenfire,Fire,Psychic,Arc Lightning,80,Electric,#421,14.00%,Mental Shockwave,100,Psychic,#201,13.00%,Psychic Power,75,Psychic,#478,15.00%,Flame Whirlwind,70,Fire,#45,9.00%,Mind Control,***,#211,13.00%,Disarm,*****,#441,10.00%,Detect,#390,10%,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E833BFF1E00000283
499,Dingulf,Fire,Psychic,Shadow Assault,80,Dark,#432,15.00%,World-ending Fire,120,Dragon,#276,22.00%,Infernal Explosion,85,Fire,#46,9.00%,Fire Power,75,Fire,#473,14.00%,Hypnosis Haze,*,#209,7.00%,Paranoia,*****,#445,9.00%,Protect,#377,5.00%,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9A21D01F00000284
500,Dragonagon,Dragon,Normal,Gale Force Barrage,125,Flying,#405,17.00%,Spear Drill,90,Normal,#19,13.00%,Extreme Speed,85,Normal,#28,13.00%,Blaze Rush,40,Dragon,#277,11.00%,Deafening Scream,***,#453,15.00%,Pressure Point,*****,#440,16.00%,Fly,#391,7.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB107A12000000285
501,Zappic,Electric,,Zap Cannon,80,Electric,#91,7.00%,Thunderclap Crash,100,Electric,#94,10.00%,Spark Shuriken,55,Electric,#98,17.00%,Electro Ball,70,Electric,#99,19.00%,Thunderous Roar,***,#103,17.00%,Screech,***,#31,18.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E76DBF03F000002A4
504,Puffgloom,Poison,,Venomous Bite,50,Poison,#144,9.00%,Acid Splash,80,Poison,#145,25.00%,Spark Shuriken,55,Electric,#98,15.00%,Sludge Cannon,55,Poison,#152,15.00%,Shockwave Shield,****,#104,12.00%,Toxic Wasteland,*****,#460,14.00%,Protect,#377,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8DC1C140000002A5
507,Amfinian,Water,,Surf Strike,50,Water,#54,12%,Dragonic Dive,80,Dragon,#431,18.00%,Rain Dance Rush,40,Water,#61,7.00%,Water Whip,55,Water,#62,14.00%,Oceanic Domain,*****,#455,17.00%,Aqua Veil,***,#67,15.00%,Protect,#377,5.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA4A79241000002A6
510,Orsteel,Steel,,Metal Crush,50,Steel,#305,8.00%,Iron Headbutt,30,Steel,#303,12.00%,Steel Strike,75,Steel,#492,20.00%,Steel Swipe,55,Steel,#314,10.00%,Iron Defense,**,#318,17.00%,Lullaby,**,#30,18.00%,Protect,#377,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBB8D6342000002A7
513,Wavic,Psychic,,Bubble Blast,30,Water,#52,5.00%,Teleport Strike,80,Psychic,#199,25.00%,Psychic Power,75,Psychic,#478,15.00%,Aura Sphere Blast,70,Psychic,#207,11%,Mind Control,***,#211,25.00%,Bubble Barrier,**,#66,8.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED2733443000002A8
516,Vanta,Dark,,Shadow Assault,80,Dark,#432,18.00%,Blackout Strike,50,Dark,#287,13.00%,Umbral Uppercut,40,Dark,#295,10.00%,Eclipse Eruption,55,Dark,#296,10.00%,Demonic Dread,***,#301,18.00%,Nocturnal Nightmare,****,#302,18.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE9590544000002A9
519,Kyro,Fire,,Flame Charge,50,Fire,#36,20.00%,Heat Wave,50,Fire,#35,14.00%,Fire Power,75,Fire,#473,8.00%,Flame Whirlwind,70,Fire,#45,13.00%,Taunt and Tease,****,#32,19.00%,Fire Cloak,*,#47,15.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E003ED645000002AA
522,Spooki,Undead,,Necro Blast,80,Undead,#436,15.00%,Necrotic Wave,30,Undead,#358,10.00%,Decay Dive,55,Undead,#368,18.00%,Ghoulish Grab,40,Undead,#367,9.00%,Necromancer's Grasp,***,#373,17.00%,Eternal Graveyard,*****,#472,19.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1724A746000002AB
525,Grubate,Steel,,Iron Headbutt,30,Steel,#303,8.00%,Steel Beam Cannon,30,Steel,#304,19.00%,Steel Swipe,55,Steel,#314,17.00%,Alloy Attack,40,Steel,#313,8.00%,Metallic Harden,***,#319,17.00%,Impenetrable Armour,****,#465,15.00%,Protect,#377,5.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2E0A7847000002AC
528,Puff,Poison,,Sludge Bomb,50,Poison,#143,16.00%,Venomous Bite,50,Poison,#144,15.00%,Venom Pounce,70,Poison,#153,7.00%,Poison Strike,75,Poison,#489,10.00%,Toxic Wasteland,*****,#460,21.00%,Acid Rain,***,#157,18.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E44F04948000002AD
531,Furzen,Ice,,Hail Scatter,80,Ice,#422,16.00%,Ice Fang,50,Ice,#108,7.00%,Artic Chill,55,Ice,#116,12.00%,Snuggle Tackle,70,Normal,#27,19.00%,Blizzard Cataclysm,****,#122,16.00%,Sub Zero,*****,#458,19.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5BD61A49000002AE
532,,Electric,Ice,Frozen Spear,80,Ice,#110,15.00%,Electro Storm,100,Electric,#93,20.00%,Terra Tackle,40,Ground,#169,8.00%,Shockwave Smash,85,Electric,#100,24.00%,Counter Attack,***,#449,11.00%,Special Talent,****,#446,12.00%,Protect,#377,5.00%,Miss,#1,10.00%,
533,,Electric,Ice,Arc Lightning,80,Electric,#421,21.00%,Winter's Wrath,120,Ice,#113,11.00%,Drenching Downpour,85,Water,#64,11.00%,Hailstorm Fury,70,Ice,#117,15.00%,Eye of the Storm,*****,#457,10.00%,Thunderous Roar,***,#103,15.00%,Protect,#377,5.00%,Miss,#1,17.00%,
534,Celebug,Bug,,Swarm,30,Bug,#214,10.00%,Bug Bite,30,Bug,#213,10.00%,Crawler Clobber,85,Bug,#226,18.00%,Bug Strike,75,Bug,#491,17.00%,Infestation,****,#230,16.00%,Rapid Evolution,****,#464,18.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E72BBEB4A000002AF
537,Saph,Cosmic,,Waterfall Charge,100,Water,#57,7.00%,Nebula Burst,50,Cosmic,#341,20.00%,Rain Dance Rush,40,Water,#61,10.00%,Aurora Blast,55,Cosmic,#350,16.00%,Aurora Borealis,****,#356,15.00%,Lucky Comet,****,#471,16.00%,Protect,#377,5.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E89A1BC4B000002B0
540,Dragoni,Dragonling,,Rampage,80,Dragon,#272,17.00%,Tailwhip,50,Dragon,#270,16.00%,Zap Kick,40,Electric,#97,8.00%,Talon Hammer,55,Dragon,#278,10.00%,Cuteness Overload,*****,#498,21.00%,Scale Armour,**,#282,18.00%,Protect,#377,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA0878D4C000002B1
543,Apparifur,Ghost,,Spirit Slam,30,Ghost,#250,10.00%,Poltergeist Strike,50,Ghost,#251,20.00%,Nightmarish Nudge,40,Ghost,#259,8.00%,Mighty Migraine,40,Psychic,#205,8.00%,Paranoia,*****,#445,16.00%,Dark Cloud,*****,#444,18.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB76D5E4D000002B2
546,Griffley,Flying,,Feather Hurricane,50,Flying,#179,17.00%,Feather Shot,80,Flying,#426,13.00%,Talon Hammer,55,Dragon,#278,15.00%,Cyclone Kick,55,Flying,#188,15.00%,Feathered Fling,****,#194,18.00%,Brave Bird,***,#193,11.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECE532F4E000002B3
549,Poniya,Normal,,Kick,30,Normal,#2,8.00%,Head Kick,70,Normal,#13,22.00%,Snuggle Tackle,70,Normal,#27,9.00%,Quick Attack,40,Normal,#25,15.00%,Counter Attack,***,#449,19.00%,Disarm,*****,#441,16.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE539004F000002B4
552,Fyrephar,Fire,,Inferno Blitz,80,Fire,#37,23.00%,Fire Whip,30,Fire,#34,16.00%,Flame Whirlwind,70,Fire,#45,8.00%,Searing Strike,55,Fire,#44,15.00%,Hellfire,*****,#454,14.00%,Fire Cloak,*,#47,9.00%,Protect,#377,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFC1ED150000002B5
555,Ruby,Rock,,Gemstone Missile,80,Rock,#235,7.00%,Shale Shatter,50,Rock,#233,20.00%,Rock Throw,40,Rock,#241,5.00%,Rock Power,75,Rock,#479,17.00%,Quarry Coffin,****,#248,21.00%,Blind,*****,#442,16.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1304A251000002B6
558,Cubruh,Fighting,,Spinning Backfist,50,Fighting,#125,20.00%,Fatal Sneak Attack,125,Fighting,#395,9.00%,Cross Chop,55,Fighting,#134,10.00%,Smack Down,70,Fighting,#135,12.00%,Kung Fu Confusion,****,#140,16.00%,Courageous Roar,**,#138,19.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E29EA7352000002B7
561,Iceowl,Flying,Ice,Feather Hurricane,50,Flying,#179,10.00%,Aerial Assault,80,Flying,#181,11.00%,Flying Strike,75,Flying,#490,12.00%,Blizzard Burst,50,Ice,#107,9.00%,Ice Wall,***,#121,16.00%,Sub Zero,*****,#458,22.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC7ED722100000286
562,Glacialwing,Flying,Ice,Hail Scatter,80,Ice,#422,15.00%,Hurricane,100,Flying,#183,15.00%,Torrential Tempest,70,Water,#63,9.00%,Talon Tornado,85,Flying,#190,10.00%,Strong Winds,*****,#462,15.00%,Brave Bird,***,#193,10.00%,Fly,#391,12.00%,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDED3432200000287
563,Groocher,Bug,Undead,Tombstone Tremor,80,Undead,#362,15.00%,Rapid Sting,80,Bug,#428,15.00%,Poisonous Puddle,40,Poison,#151,8.00%,Wraith Whip,70,Undead,#369,13.00%,Eternal Graveyard,*****,#472,10.00%,Awaken,****,#447,19.00%,Burrow,#385,15.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF5B9142300000288
564,Psychapaw,Electric,Psychic,Zap Cannon,80,Electric,#91,9.00%,Teleport Strike,80,Psychic,#199,15.00%,Aura Sphere Blast,70,Psychic,#207,10.00%,Psychic Surge,55,Psychic,#206,11.00%,Thought Scramble,****,#212,19.00%,Mind Control,***,#211,16.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0C9EE52400000289
565,Pawpawpaw,Electric,Psychic,Brain Torment,80,Psychic,#427,11.00%,Electro Storm,100,Electric,#93,14.00%,Electro Ball,70,Electric,#99,18.00%,Obilivion Orb,70,Dark,#297,17.00%,Sucker Punch,***,#448,11.00%,Special Talent,****,#446,12.00%,Protect,#377,5.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2384B6250000028A
