#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%,NFToken ID
136,Shrubsnap,Bug,,Bug Bite,30,Bug,#213,6.00%,Web Shot Lunge,100,Bug,#220,19.00%,Snuggle Tackle,70,Normal,#27,12.00%,Rain Dance Rush,40,Water,#61,5.00%,Metamorphosis Madness,***,#229,16.00%,Rapid Evolution,****,#464,21.00%,Protect,#377,10.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E36E28C7D000000E2
137,Glossifly,Bug,Flying,Wing Slash,50,Flying,#180,10.00%,Cocoon Cannon,120,Bug,#222,16.00%,Chrysalid Charge,70,Bug,#225,15.00%,Aura Sphere Blast,70,Psychic,#207,20.00%,Rapid Evolution,****,#464,14.00%,Leech,*,#227,14.00%,,,0.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4DC85D7E000000E3
138,Drakarne,Dark,Electric,Blackout Strike,50,Dark,#287,7.00%,Plasma Burst,50,Electric,#90,11.00%,Obilivion Orb,70,Dark,#297,15.00%,Shockwave Smash,85,Electric,#100,17.00%,Demonic Dread,***,#301,25.00%,Thunderous Roar,***,#103,12.00%,,,0.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E64AE2E7F000000E4
139,Thundakar,Dark,Electric,Metal Fang,100,Steel,#309,12.00%,Earthquake,100,Ground,#165,17.00%,Eternal Nightfall,85,Dark,#298,12.00%,Thunder Strike,50,Electric,#89,10.00%,Demonic Dread,***,#301,11.00%,Dragon's Roar,***,#283,10.00%,Counter,#389,10.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7B93FF80000000E5
140,Metalbark,Bug,Steel,Beetle Barrage,80,Bug,#218,12.00%,Acid Splash,80,Poison,#145,11.00%,Chrysalid Charge,70,Bug,#225,13.00%,Chlorophyll Charge,85,Grass,#82,17.00%,Leech,*,#227,8.00%,Steel Plague,****,#320,11.00%,Protect,#377,17.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9279D081000000E6
141,Mothurn,Bug,Fire,X-Scissor Strike,100,Bug,#219,15.00%,Flame Cannon,100,Fire,#39,18.00%,Flame Whirlwind,70,Fire,#45,13.00%,Whirlwind Whack,70,Flying,#189,8.00%,Rapid Evolution,****,#464,12.00%,Burn Up,**,#48,9.00%,Fly,#391,10.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA95FA182000000E7
142,Glomo,Bug,Fairy,Serrated Slash,80,Bug,#217,18.00%,Leaf Tornado,70,Grass,#81,11.00%,Heavenly Hurricane,85,Fairy,#334,21.00%,Pincer Pinch,55,Bug,#224,10.00%,Metamorphosis Madness,***,#229,14.00%,Sticky Web,**,#228,7.00%,Fly,#391,9.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC0457283000000E8
143,Mothnap,Bug,Ghost,Phantom Abyss,125,Ghost,#409,14.00%,Soaring Strike,80,Flying,#182,6.00%,Chrysalid Charge,70,Bug,#225,19.00%,Fairy Strike,55,Fairy,#332,20.00%,Draining Kiss,***,#337,12.00%,Metamorphosis Madness,***,#229,9.00%,Fly,#391,8.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED72B4384000000E9
144,Skypus,Flying,Undead,Nightshade Strike,100,Undead,#363,31.00%,Aeroblast,120,Flying,#186,7.00%,Ghoulish Grab,40,Undead,#367,15.00%,Umbral Uppercut,40,Dark,#295,8.00%,Necromancer's Grasp,***,#373,17.00%,Mind Control,***,#211,8.00%,,,0.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EEE111485000000EA
145,Luminion,Grass,Ground,Sandblast,50,Ground,#162,14.00%,Sludge Bomb,50,Poison,#143,9.00%,Pollen Puff,55,Grass,#80,10.00%,Leaf Tornado,70,Grass,#81,9.00%,Sandstorm Shield,****,#176,26.00%,Leaf Wrap,*****,#443,16.00%,,,0.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E04F6E586000000EB
146,Leafion,Grass,Ground,Seed Bomb,80,Grass,#74,13.00%,Ground Shatter,100,Ground,#166,25.00%,Pollen Puff,55,Grass,#80,9.00%,Tremor Shake,70,Ground,#171,19.00%,Root Rend,**,#84,8.00%,Leaf Wrap,*****,#443,12.00%,,,0.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1BDCB687000000EC
147,Hoothoot,Flying,Grass,Aerial Assault,80,Flying,#181,18.00%,Razor Leaf,30,Grass,#70,7.00%,Pollen Puff,55,Grass,#80,10.00%,Talon Tornado,85,Flying,#190,13.00%,Feathered Fling,****,#194,16.00%,Brave Bird,***,#193,15.00%,Evade,#375,10.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E32C28788000000ED
148,Forestwing,Flying,Grass,Seed Bomb,80,Grass,#74,11.00%,Dive Bomb,100,Flying,#184,8.00%,Leaf Tornado,70,Grass,#81,19.00%,Talon Tornado,85,Flying,#190,12.00%,Floral Fusion,****,#86,12.00%,Brave Bird,***,#193,12.00%,Fly,#391,10.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E49A85889000000EE
149,Mariluna,Fairy,Poison,Sludge Bomb,50,Poison,#143,10.00%,Poison Spike,80,Poison,#424,15.00%,Heavenly Hurricane,85,Fairy,#334,18.00%,Fairy Strike,55,Fairy,#332,10.00%,Venemous Vortex,****,#158,14.00%,Corrosive Vapors,**,#156,7.00%,Detect,#390,11.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E608E298A000000EF
150,Ignipurr,Fire,,Flame Charge,50,Fire,#36,7.00%,Flame Cannon,100,Fire,#39,10.00%,Eclipse Eruption,55,Dark,#296,12.00%,Flame Whirlwind,70,Fire,#45,13.00%,Hellfire,*****,#454,21.00%,Demonic Dread,***,#301,10.00%,,,0.00%,Miss,#1,27.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7773FA8B000000F0
151,Tectospeed,Fire,Dark,Dark Void Vortex,100,Dark,#292,11.00%,Inferno Blitz,80,Fire,#37,16.00%,Infernal Explosion,85,Fire,#46,20.00%,Extreme Speed,85,Normal,#28,12.00%,Burn Up,**,#48,5.00%,Pheonix Fury,****,#50,5.00%,Counter,#389,12.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8E59CB8C000000F1
152,Nightwalker,Ghost,Undead,Deathly Decimation,120,Ghost,#258,19.00%,Nightshade Strike,100,Undead,#363,13.00%,Ghoulish Grab,40,Undead,#367,7.00%,Waterfall Charge,100,Water,#57,10.00%,Death's Dominion,****,#374,17.00%,Phantom Scream,*,#263,16.00%,,,0.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA53F9C8D000000F2
153,Aeroquill,Fire,,Blaze Kick,30,Fire,#33,10.00%,Bump and Run,100,Normal,#20,24.00%,Quick Attack,40,Normal,#25,6.00%,Infernal Explosion,85,Fire,#46,7.00%,Screech,***,#31,12.00%,Taunt and Tease,****,#32,20.00%,Evade,#375,8.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBC256D8E000000F3
154,Crysphynx,Fire,Ice,Flame Cannon,100,Fire,#39,17.00%,Frost Nova,80,Ice,#109,18.00%,Hailstorm Fury,70,Ice,#117,18.00%,Flame Whirlwind,70,Fire,#45,18.00%,Ice Wall,***,#121,5.00%,Molten Maelstrom,***,#49,6.00%,Dodge,#376,8.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED30B3E8F000000F4
155,Vulkinder,Fire,Ice,Arctic Avalanche,120,Ice,#114,21.00%,Fire Ball,80,Fire,#418,12.00%,Fire Power,75,Fire,#473,12.00%,Ice Power,75,Ice,#477,8.00%,Molten Maelstrom,***,#49,10.00%,Ice Wall,***,#121,8.00%,Parry,#388,14.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE9F10F90000000F5
156,Flameflow,Fire,,Flame Charge,50,Fire,#36,12.00%,Ice Fang,50,Ice,#108,10.00%,Ember Wheel,40,Fire,#43,10.00%,Flame Whirlwind,70,Fire,#45,10.00%,Pheonix Fury,****,#50,25.00%,Ice Wall,***,#121,16.00%,Protect,#377,6.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E00D6E091000000F6
157,Blazeray,Fire,,Heat Wave,50,Fire,#35,10.00%,Incinerate,100,Fire,#40,29.00%,Inferno Blitz,80,Fire,#37,28.00%,Quick Attack,40,Normal,#25,12.00%,Fire Cloak,*,#47,6.00%,Hellfire,*****,#454,4.00%,,,0.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E17BCB192000000F7
158,Infernion,Fire,Flying,Soaring Strike,80,Flying,#182,13.00%,World-ending Fire,120,Dragon,#276,25.00%,Cyclone Kick,55,Flying,#188,9.00%,Smack Down,70,Fighting,#135,13.00%,Fire Cloak,*,#47,10.00%,Hellfire,*****,#454,5.00%,Fly,#391,10.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2EA28293000000F8
159,Aquapelt,Ice,Water,Hydro Cannon,80,Water,#56,10.00%,Hail Scatter,80,Ice,#422,14.00%,Crystal Crush,85,Ice,#118,16.00%,Drenching Downpour,85,Water,#64,10.00%,Ice Wall,***,#121,11.00%,Briny Blast,****,#68,11.00%,Protect,#377,11.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E45885394000000F9
160,Mushrose,Grass,Poison,Bramble Barrage,80,Grass,#73,13.00%,Poison Spike,80,Poison,#424,8.00%,Sludge Cannon,55,Poison,#152,11.00%,Poison Strike,75,Poison,#489,5.00%,Corrosive Vapors,**,#156,20.00%,Toxic Wasteland,*****,#460,26.00%,,,0.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5C6E2495000000FA
161,Skyshimmer,Flying,Poison,Hurricane,100,Flying,#183,10.00%,Venom Nova,125,Poison,#403,7.00%,Venom Pounce,70,Poison,#153,16.00%,Whirlwind Whack,70,Flying,#189,11.00%,Corrosive Vapors,**,#156,21.00%,Acid Rain,***,#157,14.00%,Riftwalk,#381,10.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7353F596000000FB
162,Mushgloom,Ghost,Ground,Sludge Bomb,50,Poison,#143,12.00%,Spectral Beam,50,Ghost,#252,12.00%,Nightmarish Nudge,40,Ghost,#259,11.00%,Venom Nova,125,Poison,#403,12.00%,Sandstorm Shield,****,#176,18.00%,Soul Drain,***,#265,25.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8A39C697000000FC
163,Zephantom,Ghost,Ground,Rock Tomb Collapse,120,Ground,#168,13.00%,Roots Below,125,Grass,#400,11.00%,Night Terror,70,Ghost,#261,18.00%,Venom Pounce,70,Poison,#153,13.00%,Acid Rain,***,#157,8.00%,Soul Drain,***,#265,9.00%,Shadow Swap,#382,14.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA11F9798000000FD
164,Celestallion,Cosmic,Normal,Giga Slam,100,Normal,#21,11.00%,Thunderbolt Blitz,120,Electric,#96,11.00%,Aurora Blast,55,Cosmic,#350,9.00%,Chlorophyll Charge,85,Grass,#82,8.00%,Space Time Warp,**,#354,21.00%,Taunt and Tease,****,#32,19.00%,,,0.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB8056899000000FE
165,Nimbolus,Normal,,Bump and Run,100,Normal,#20,16.00%,Meteoric Impact,125,Rock,#408,8.00%,Snuggle Tackle,70,Normal,#27,14.00%,Close Combat,85,Fighting,#136,10.00%,Screech,***,#31,12.00%,Iron Defense,**,#318,10.00%,Protect,#377,10.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECEEB399A000000FF
166,Gorgonite,Steel,,Metallic Rush,80,Steel,#308,9.00%,Stomp,65,Normal,#12,8.00%,Bolt Blade,70,Steel,#315,7.00%,Close Combat,85,Fighting,#136,10.00%,Steel Plague,****,#320,18.00%,Metallic Harden,***,#319,8.00%,Protect,#377,11.00%,Miss,#1,29.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE5D10A9B00000100
167,Voodoom,Fighting,Steel,Death Charge,120,Normal,#23,15.00%,Boulder Barrage,50,Rock,#234,10.00%,Close Combat,85,Fighting,#136,16.00%,Bolt Blade,70,Steel,#315,12.00%,Metallic Harden,***,#319,9.00%,Iron Defense,**,#318,10.00%,Counter,#389,10.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFCB6DB9C00000101
168,Duoserpent,Grass,Psychic,Photosynthesis Flare,120,Grass,#78,25.00%,Psyshock Slam,100,Psychic,#202,7.00%,Aura Sphere Blast,70,Psychic,#207,16.00%,Leaf Tornado,70,Grass,#81,13.00%,Petal Dance,*,#83,8.00%,Alternate Dimension,****,#463,20.00%,,,0.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E139CAC9D00000102
169,Faeclipse,Fairy,Flying,Wing Gust,30,Flying,#177,13.00%,Glittering Sweep,80,Fairy,#326,8.00%,Flutter Fury,70,Fairy,#333,10.00%,Electro Ball,70,Electric,#99,15.00%,Brave Bird,***,#193,16.00%,Shimmering Symphony,****,#338,17.00%,Protect,#377,6.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2A827D9E00000103
170,Cosmopod,Fairy,Flying,Wing Slash,50,Flying,#180,10.00%,Sparkle Burst,80,Fairy,#434,15.00%,Heavenly Hurricane,85,Fairy,#334,13.00%,Interstellar Impact,85,Cosmic,#352,16.00%,Draining Kiss,***,#337,7.00%,Cosmic Radiation,***,#355,7.00%,Evade,#375,13.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E41684E9F00000104
171,Glacifella,Ice,,Snowball Strike,30,Ice,#106,10.00%,Subzero Slash,100,Ice,#112,17.00%,Rain Dance Rush,40,Water,#61,10.00%,Pixie Power,40,Fairy,#331,7.00%,Ice Wall,***,#121,19.00%,Sub Zero,*****,#458,27.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E584E1FA000000105
172,Blizzmantis,Grass,Ice,Forest Fury,100,Grass,#76,26.00%,Ground Shatter,100,Ground,#166,12.00%,Hailstorm Fury,70,Ice,#117,12.00%,Hydro Cannon,80,Water,#56,8.00%,Blizzard Cataclysm,****,#122,13.00%,Sub Zero,*****,#458,5.00%,Mirage,#383,11.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6F33F0A100000106
173,Nebulynx,Ghost,Poison,Poisonous Whirlwind,80,Poison,#146,10.00%,Ghastly Grapple,100,Ghost,#256,19.00%,Close Combat,85,Fighting,#136,9.00%,Poison Strike,75,Poison,#489,8.00%,Haunting Curse,**,#264,13.00%,Acid Rain,***,#157,23.00%,Detect,#390,8.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8619C1A200000107
174,Xenoquencher,Ghost,Poison,Poisonous Whirlwind,80,Poison,#146,7.00%,Obilivion Orb,70,Dark,#297,9.00%,Ghostly Guillotine,85,Ghost,#262,15.00%,Noxious Eruption,85,Poison,#154,13.00%,Ghostly Possession,****,#266,12.00%,Thought Scramble,****,#212,12.00%,Fly,#391,10.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9CFF92A300000108
175,Tectonix,Fairy,Psychic,Glittering Sweep,80,Fairy,#326,9.00%,Zen Headbutt,80,Psychic,#200,15.00%,Aura Sphere Blast,70,Psychic,#207,12.00%,Obilivion Orb,70,Dark,#297,9.00%,Disarm,*****,#441,9.00%,Shockwave Shield,****,#104,14.00%,Riftwalk,#381,12.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB3E563A400000109
176,Geogale,Fairy,Steel,Twinkle Tackle,80,Fairy,#325,10.00%,Absolute Iron,125,Steel,#412,10.00%,Omega Steel Strike,85,Steel,#316,10.00%,Flame Whirlwind,70,Fire,#45,10.00%,Iron Defense,**,#318,14.00%,Metallic Harden,***,#319,12.00%,Counter,#389,16.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECACB34A50000010A
177,Solarith,Fire,,Flame Charge,50,Fire,#36,9.00%,Skull Bash,80,Normal,#14,10.00%,Searing Strike,55,Fire,#44,10.00%,Geode Grenade,85,Rock,#244,9.00%,Molten Maelstrom,***,#49,16.00%,Taunt and Tease,****,#32,20.00%,Evade,#375,9.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE1B105A60000010B
178,Pyrosphinx,Fire,Rock,Incinerate,100,Fire,#40,10.00%,Sandstorm Fury,80,Ground,#164,11.00%,Bedrock Blast,70,Rock,#243,16.00%,Flame Whirlwind,70,Fire,#45,16.00%,Ancient Power,***,#247,17.00%,Molten Maelstrom,***,#49,7.00%,Dodge,#376,12.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFA712364000000C9
179,Forrestwyrm,Cosmic,Grass,Thorn Blizzard,120,Grass,#77,25.00%,Gravity Pull,50,Cosmic,#342,12.00%,Solar Storm,70,Cosmic,#351,16.00%,Psychic Surge,55,Psychic,#206,5.00%,Cosmic Radiation,***,#355,16.00%,Seed Scatter,***,#85,8.00%,Parry,#388,8.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1156F465000000CA
180,Arctigon,Dragon,Ice,Frozen Spear,80,Ice,#110,14.00%,Gale Force Barrage,125,Flying,#405,17.00%,Dimensional Shredder,85,Dragon,#280,12.00%,Crystal Crush,85,Ice,#118,18.00%,Ancient Rage,****,#284,12.00%,Ice Wall,***,#121,5.00%,Fly,#391,10.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF896D6A70000010C
181,Luxarose,Bug,Steel,Swarm,30,Bug,#214,10.00%,Alloy Smash,80,Steel,#433,17.00%,Extreme Speed,85,Normal,#28,11.00%,Bedrock Blast,70,Rock,#243,12.00%,Iron Defense,**,#318,16.00%,Infestation,****,#230,14.00%,Protect,#377,10.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E283CC566000000CB
182,Pincerose,Bug,Steel,Beetle Barrage,80,Bug,#218,13.00%,Submission Slam,120,Fighting,#132,9.00%,Chrysalid Charge,70,Bug,#225,12.00%,Omega Steel Strike,85,Steel,#316,18.00%,Iron Defense,**,#318,13.00%,Metamorphosis Madness,***,#229,6.00%,Counter,#389,11.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3F229667000000CC
183,Nebulisk,Cosmic,Undead,Interdimensional Rift,80,Cosmic,#343,12.00%,Ethereal Blast,80,Ghost,#254,8.00%,Ghoulish Grab,40,Undead,#367,12.00%,Undead Punch,75,Undead,#487,15.00%,Death's Dominion,****,#374,22.00%,Space Time Warp,**,#354,14.00%,,,0.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E56086768000000CD
184,Spectrapetal,Fairy,,Radiant Ray,100,Fairy,#328,22.00%,Mystic Moonbeam,120,Fairy,#329,12.00%,Pixie Power,40,Fairy,#331,8.00%,Mighty Migraine,40,Psychic,#205,7.00%,Charm Beam,**,#336,10.00%,Blind,*****,#442,10.00%,Evade,#375,8.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0F7CA7A80000010D
185,Lunalilith,Fairy,Poison,Acid Splash,80,Poison,#145,10.00%,Piercing Sparkle,125,Fairy,#413,6.00%,Noxious Eruption,85,Poison,#154,16.00%,Fairy Strike,55,Fairy,#332,15.00%,Shimmering Symphony,****,#338,10.00%,Seed Scatter,***,#85,10.00%,Withdraw,#379,14.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6CEE3869000000CE
186,Aquaflare,Water,,Tsunami Slam,100,Water,#58,24.00%,Aqua Jet,30,Water,#51,7.00%,Rain Dance Rush,40,Water,#61,10.00%,Extreme Speed,85,Normal,#28,10.00%,Aqua Veil,***,#67,12.00%,Taunt and Tease,****,#32,14.00%,Protect,#377,10.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E83D4096A000000CF
187,Aquasylph,Dark,Water,Vortex Tsunami,125,Water,#399,7.00%,Hydro Cannon,80,Water,#56,18.00%,Rain Dance Rush,40,Water,#61,14.00%,Torrential Tempest,70,Water,#63,16.00%,Demonic Dread,***,#301,19.00%,Aqua Veil,***,#67,14.00%,,,0.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9AB9DA6B000000D0
188,Aquaterror,Ghost,Water,Deathly Decimation,120,Ghost,#258,25.00%,Surf Strike,50,Water,#54,12.00%,Extreme Speed,85,Normal,#28,11.00%,Crystal Crush,85,Ice,#118,11.00%,Soul Drain,***,#265,18.00%,Frighten,*,#299,11.00%,,,0.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB19FAB6C000000D1
189,Vinetex,Grass,Poison,Venomous Bite,50,Poison,#144,9.00%,Foliage Frenzy,50,Grass,#72,9.00%,Blossom Blast,40,Grass,#79,16.00%,Chlorophyll Charge,85,Grass,#82,22.00%,Venemous Vortex,****,#158,16.00%,Floral Fusion,****,#86,18.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC8857C6D000000D2
190,Eldereye,Grass,Poison,Photosynthesis Flare,120,Grass,#78,11.00%,Venom Nova,125,Poison,#403,8.00%,Venom Pounce,70,Poison,#153,18.00%,Flame Whirlwind,70,Fire,#45,13.00%,Seed Scatter,***,#85,16.00%,Necromancer's Grasp,***,#373,9.00%,Withdraw,#379,13.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E35083FC000000125
191,Umbrar,Ghost,Undead,Ethereal Blast,80,Ghost,#254,20.00%,Corpse Explosion,80,Undead,#361,22.00%,Wraith Whip,70,Undead,#369,10.00%,Cosmic Power,75,Cosmic,#480,8.00%,Phantom Scream,*,#263,13.00%,Eerie Mist,*****,#466,15.00%,,,0.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF6511E6F000000D4
192,Terrahoof,Grass,,Roots Below,125,Grass,#400,20.00%,Thorn Shot,80,Grass,#420,16.00%,Electro Ball,70,Electric,#99,10.00%,Chlorophyll Charge,85,Grass,#82,9.00%,Floral Fusion,****,#86,10.00%,Shimmering Symphony,****,#338,11.00%,Withdraw,#379,13.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0D36EF70000000D5
193,Hoofterror,Grass,Fairy,Magical Mist,50,Fairy,#323,17.00%,Thorn Blizzard,120,Grass,#77,13.00%,Chlorophyll Charge,85,Grass,#82,16.00%,Extreme Speed,85,Normal,#28,16.00%,Root Rend,**,#84,10.00%,Aurora Borealis,****,#356,10.00%,Protect,#377,7.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E241CC071000000D6
194,Nebulizard,Grass,Psychic,Solar Beam,100,Grass,#75,12.00%,Reality Bend,125,Psychic,#406,18.00%,Aura Sphere Blast,70,Psychic,#207,15.00%,Venom Pounce,70,Poison,#153,10.00%,Mind Control,***,#211,16.00%,Acid Rain,***,#157,9.00%,Detect,#390,10.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3B029172000000D7
195,Cryospike,Fighting,Ice,Blizzard Burst,50,Ice,#107,10.00%,Spear Drill,90,Normal,#19,14.00%,Close Combat,85,Fighting,#136,10.00%,Hailstorm Fury,70,Ice,#117,5.00%,Taunt and Tease,****,#32,20.00%,Ice Wall,***,#121,20.00%,Leap,#380,10.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E51E86273000000D8
196,Subslice,Fighting,Ice,Subzero Slash,100,Ice,#112,16.00%,Solar Beam,100,Grass,#75,12.00%,Crystal Crush,85,Ice,#118,22.00%,Cross Chop,55,Fighting,#134,15.00%,Guard Up,***,#139,6.00%,Counter Attack,***,#449,6.00%,Backflip,#378,11.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E68CE3374000000D9
197,Vulcansun,Fighting,Flying,Suplex Slam,80,Fighting,#127,20.00%,Feather Hurricane,50,Flying,#179,15.00%,Whirlwind Whack,70,Flying,#189,16.00%,Extreme Speed,85,Normal,#28,10.00%,Brave Bird,***,#193,12.00%,Strong Winds,*****,#462,8.00%,Leap,#380,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7FB40475000000DA
198,Luminape,Fire,Normal,Heat Wave,50,Fire,#35,10.00%,Head Kick,70,Normal,#13,16.00%,Fairy Strike,55,Fairy,#332,14.00%,Fire Power,75,Fire,#473,6.00%,Molten Maelstrom,***,#49,15.00%,Special Talent,****,#446,22.00%,,,0.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9699D576000000DB
199,Galaxape,Cosmic,Fire,Flame Charge,50,Fire,#36,10.00%,Fireball Storm,120,Fire,#42,19.00%,Solar Storm,70,Cosmic,#351,15.00%,Electro Ball,70,Electric,#99,14.00%,Cosmic Radiation,***,#355,18.00%,Burn Up,**,#48,8.00%,,,0.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EAD7FA677000000DC
200,Shadragon,Dark,Dragon,World-ending Fire,120,Dragon,#276,16.00%,Abyssal Annihilation,120,Dark,#293,13.00%,Obilivion Orb,70,Dark,#297,15.00%,Supernova,70,Dragon,#279,15.00%,Ancient Rage,****,#284,8.00%,Nocturnal Nightmare,****,#302,7.00%,Fly,#391,14.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E266278A90000010E
201,Flairi,Fire,,Blaze Kick,30,Fire,#33,9.00%,Head Kick,70,Normal,#13,12.00%,Jet Strike,55,Normal,#26,6.00%,Blaze Rush,40,Dragon,#277,12.00%,Hellfire,*****,#454,20.00%,Taunt and Tease,****,#32,20.00%,,,0.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1996FE4F000000B4
202,Infernotile,Dragonling,Fire,Inferno Blitz,80,Fire,#37,20.00%,Whitefire,125,Dragon,#410,13.00%,Blaze Rush,40,Dragon,#277,16.00%,Ember Wheel,40,Fire,#43,15.00%,Molten Maelstrom,***,#49,17.00%,Hellfire,*****,#454,8.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4BEE10C100000126
